516.64	446519	3975.2
518.52	450141	4023.625
519.18	453891	4046.675
522.48	455026	4067.25
522.6	457214	4093.55
524.43	458456	4113.725
525.57	461622	4122.675
528.92	462324	4131.25
528.16	465012	4145.775
529.25	467628	4181.75
531.53	470929	4201.2
